Title,Organization,Course_rating,Course_level,Course_certificate,Course_duration,Students_ratings,Web,Course_clases,Course_actual_price,Course_original_price,Course_price,Course_students_enrolled,Course_description
Pensamiento creativo: genera ideas innovadoras,Un curso de Nick Eagleton,,,,,,Domestika,,,,"23,99€",417.0,"Aprende a tomar y editar fotografías aéreas cautivadoras que combinan luz, composición, color y perspectiva"
Demo reel con Adobe Premiere: crea un porfolio impactante,Un curso de Thomaz Bastos,,,,,,Domestika,,,,"18,99€",411.0,Aprende a crear una imagen de marca impactante y una identidad visual estratégica incorporando las bellas artes y las metodologías artísticas a tu proceso
Estrategia para redes sociales: conecta con tus seguidores,Un curso de David Cuen,,,,,,Domestika,,,,"23,99€",217.0,"Elabora un vestido que refleje tu personalidad con un patrón de costura sencillo, la tela que más te guste, una máquina de coser y los consejos de una experta"
Diseño y confección de sombreros de principio a fin,Un curso de Betto García,,,,,,Domestika,,,,"19,99€",131.0,"Aprende técnicas creativas para desarrollar personajes ilustrados, desde criaturas entrañables hasta las más extravagantes, y cautiva a los más pequeños"
Cinema 4D: da vida a una ilustración pop en 3D,Un curso de Mattey,,,,,,Domestika,,,,"21,99€",70.0,Domina las herramientas visuales y conceptuales de la infografía y aprende a comunicar con imágenes de manera distinta
"Diseño de estampados contemporáneos: escala, color y composición",Un curso de Anna Glover,,,,,,Domestika,,,,"21,99€",362.0,Aprende a dominar el software que marcó un antes y un después en la creación musical y consigue resultados como los de un estudio profesional
Ilustración artística con tinta china y acuarela,Un curso de Laura Behnke García,,,,,,Domestika,,,,"14,99€",477.0,Aprende a pintar paisajes ambientales que capturen la luz natural usando técnicas al aire libre
Punch needle para el diseño de alfombras,Un curso de Rose Pearlman,,,,,,Domestika,,,,"14,99€",136.0,"Inspírate en tendencias para crear ilustraciones de moda con técnicas como la tinta china o el collage, y logra dar forma a proyectos para revistas y anuncios"
Diseño de porfolios con Figma: promociónate como creativo,Un curso de Andrea Jelic,,,,,,Domestika,,,,"15,99€",325.0,"Aprende a elaborar armoniosas composiciones de lettering con flores y hojas, explorando el proceso creativo y las herramientas que ofrece el software"
Retrato geométrico con Procreate,Un curso de Luca Font,,,,,,Domestika,,,,"18,99€",256.0,Utiliza los principios del feng shui y aprende a aprovechar las energías que te rodean optimizando cualquier espacio
Teñido natural de textiles con plantas,Un curso de Ania Grzeszek,,,,,,Domestika,,,,"23,99€",247.0,"Aprende a diseñar una joya única de principio a fin, desde los primeros diseños hasta su comercialización"
Técnicas para gestionar bloqueos creativos,Un curso de Mònica Rodríguez Limia,,,,,,Domestika,,,,"18,99€",686.0,"Descubre en qué consiste el aprendizaje del diseño UX y crea un plan personalizado alineado con tu perfil, objetivos y necesidades"
Ilustración y lettering expresivo para diseño editorial,Un curso de Justin Poulter,,,,,,Domestika,,,,"18,99€",222.0,Aprende a observar la ciudad y convierte tus bocetos en dibujos narrativos mientras descubres los secretos de la ilustración profesional
Introducción a la escritura de novelas fantásticas infantiles,Un curso de Piers Torday,,,,,,Domestika,,,,"15,99€",467.0,Aprende técnicas creativas para desarrollar tu primera campaña en redes sociales sobre el tema que más te interese sin necesidad de inversión
Decoración de interiores con estilo farmhouse,Un curso de Estelamaca,,,,,,Domestika,,,,"15,99€",1655.0,Desarrolla tus habilidades como diseñador a través de ejercicios prácticos y aprende las pautas para transformar un diseño que no funciona en uno bien resuelto y eficaz
Modelado de personajes con pasta de azúcar,Un curso de Carlos Lischetti,,,,,,Domestika,,,,"14,99€",228.0,"Aprende a crear una ilustración onírica desarrollando tu estilo personal, desde el primer boceto a lápiz hasta el entintado final con bolígrafo"
Pintura de paisajes atmosféricos con gouache,Un curso de Ruth Wilshaw,,,,,,Domestika,,,,"14,99€",201.0,"Descubre qué es la comunicación efectiva y aprende a usarla para transmitir confianza en cualquier situación profesional, desde entrevistas hasta reuniones"
Retratos abstractos con Photoshop y After Effects,Un curso de Klarens Malluta,,,,,,Domestika,,,,"24,99€",3606.0,Aprende a crear prendas duraderas y aptas para cualquier cuerpo usando métodos de costura a mano
Tatuaje naturalista: del trazo a la piel,Un curso de Icarus,,,,,,Domestika,,,,"21,99€",360.0,"Aprende a tomar fotografías gastronómicas apetitosas enfocándote en el food styling, la iluminación o los ángulos y llévalas a otro nivel con la edición digital"
Ilustraciones bordadas: de la acuarela al hilo,Un curso de Gabi Goitía (Tejiendo Raíces),,,,,,Domestika,,,,"24,99€",61.0,"Aprende a crear el guion audiovisual para un video, desde el análisis del brief y la audiencia hasta la elección del tono de voz, el sonido, la imagen y el equipo"
Identidad visual para creativos y marcas,Un curso de Anna Diani,,,,,,Domestika,,,,"23,99€",131.0,"Aprende a recitar un texto publicitario en tres intenciones y a transmitir el mensaje preciso explorando ritmos, entonaciones y modulaciones"
Creación de narrativas visuales emotivas,Un curso de Paulo Abreu,,,,,,Domestika,,,,"15,99€",1045.0,"Aprende a tallar, teñir y aplicar patrones sobre madera para crear muebles originales, atractivos y funcionales"
Ilustración editorial de personajes en gouache,Un curso de Julia Bereciartu,,,,,,Domestika,,,,"15,99€",631.0,Aprende técnicas de pintura con acrílico y da vida a piezas vibrantes y llenas de color
Tejido de prendas en telar manual,Un curso de Kristína Šipulová,,,,,,Domestika,,,,"23,99€",740.0,"Crea una colección de objetos únicos y sorprendentes con una impresora 3D FDM, desde el modelado en Fusion 360 hasta la impresión con SuperSlicer"
Composiciones CGI realistas: crea una escena de ciencia ficción,Un curso de Timo Noack,,,,,,Domestika,,,,"15,99€",156.0,"Aprende el proceso creativo para narrar historias en formato de audio, desde la idea inicial hasta un guion de ficción"
Fotomontaje e ilustraciones fantásticas en Photoshop,Un curso de Julien Tabet,,,,,,Domestika,,,,"14,99€",327.0,Aprende a ilustrar animales de forma realista con técnicas tradicionales y contemporáneas y crea dibujos a lápiz con todo detalle
Creación de una marca creativa desde cero,Un curso de Maria Alejandra Ercole Volpato,,,,,,Domestika,,,,"15,99€",742.0,"Aprende todo lo necesario para fabricar a mano objetos de cuero con técnicas de costura de guarnicionería, desde la elección de la piel hasta el sellado de los cantos"
Ilustración de personajes con estilo en Procreate,Un curso de Josephine Rais,,,,,,Domestika,,,,"15,99€",162.0,"Aprende técnicas de ganchillo, encuentra tu estilo y teje prendas asombrosas combinando colores y texturas que no pasen desapercibidas"
Creación de personajes a partir de dibujos de observación,Un curso de Sarah van Dongen,,,,,,Domestika,,,,"15,99€",460.0,Descubre las bases de los motion graphics en 2D y aprende a usar las herramientas de este potente software para crear animaciones impactantes desde cero
Creación de sets fotográficos con papel,Un curso de Sarah Louise Matthews,,,,,,Domestika,,,,"18,99€",4728.0,"Aprende técnicas de acuarela para capturar los colores, las luces y la atmósfera de un lugar en tu cuaderno de viaje"
Paletas de color para estampados llenos de vida,Un curso de Catalina Estrada Uribe,,,,,,Domestika,,,,"15,99€",1613.0,Aprende a combinar puntadas antiguas con fibras contemporáneas para recrear los patrones y colores de los insectos con un estilo tan bello como realista
Técnicas modernas para paisajes urbanos en acuarela,Un curso de Roberto Zangarelli,,,,,,Domestika,,,,"15,99€",434.0,Aprende a diseñar y confeccionar manualmente y desde cero tus propias sandalias de piel a medida
Patronaje y confección de una falda a tu medida,Un curso de Alicia Cao Guarido,,,,,,Domestika,,,,"15,99€",524.0,"Aprende a crear efectos de sonido para películas con una narrativa impactante, desde el análisis del guion hasta la mezcla de las pistas finales"
Storytelling para freelance y creadores,Un curso de Sun Yi,,,,,,Domestika,,,,"14,99€",88.0,"Descubre los fundamentos, formatos y posibilidades de comunicación que ofrece esta red social y crea un nuevo canal para potenciar tu marca o negocio"
Decoración floral: crea composiciones alegres y coloridas,Un curso de Justine Beaussart,,,,,,Domestika,,,,"15,99€",181.0,"Aprende a combinar letras e ilustraciones en 3D para crear composiciones visuales impactantes con Photoshop, Illustrator y Cinema 4D"
Diseño de producto: pon precio a tus creaciones,Un curso de Emiliano Godoy,,,,,,Domestika,,,,"18,99€",176.0,Explora la técnica del fine line en blanco y negro para crear una ilustración minimalista que tenga un significado y que tatuarás sobre la piel
Escritura e ilustración de un libro álbum de no ficción,Un curso de Catarina Sobral,,,,,,Domestika,,,,"23,99€",516.0,Aprende a crear diseños de tipografías a partir de cuadrículas y dales vida con técnicas de animación procedural y aleatoria
Marketing de contenidos: de la planificación a la ejecución,Un curso de Gustavo Miller,,,,,,Domestika,,,,"15,99€",125.0,"Aprende a cortar, unir, coser y personalizar viejas piezas textiles para crear nuevas y asombrosas prendas de ropa con materiales ya existentes"
Carpintería tradicional con herramientas manuales,Un curso de Bibbings & Hensby,,,,,,Domestika,,,,"21,99€",630.0,Descubre los secretos del macramé y aprende a tejer sillas colgantes atemporales de grandes dimensiones
Camisetas ilustradas: vectores de colección,Un curso de Cristobal Ojeda,,,,,,Domestika,,,,"15,99€",630.0,"Aprende a desarrollar un perfil de Instagram exitoso, desde el plan editorial, la creación de fotos, reels o stories hasta el análisis de las estadísticas"
Diseño de espacios residenciales y funcionales,Un curso de FVM,,,,,,Domestika,,,,"24,99€",150.0,"Explora técnicas creativas de entintado para dar vida a ilustraciones de fantasía que capturen el tiempo, el contexto y la magia de la historia"
De la ilustración al e-commerce: convierte tu arte en un negocio,Un curso de Paola Yuu (Papoulas Douradas),,,,,,Domestika,,,,"18,99€",128.0,Explora en profundidad las posibilidades de este software profesional de revelado RAW y retoque fotográfico para llevar tus imágenes al siguiente nivel
Patrones botánicos en sketchbook: conquista la página en blanco,Un curso de Polina Oshu,,,,,,Domestika,,,,"18,99€",277.0,"Aprende a realizar fotografías de estilo dramático jugando con luces y sombras, desde la preparación de la sesión hasta la dirección de arte, pasando por el retoque en Lightroom"
Crochet: diseña y teje prendas de estilo romántico,Un curso de Alelí Deco Crochet,,,,,,Domestika,,,,"14,99€",133.0,Aprende a crear mundos y personajes kawaii con Procreate inspirándote en el mundo que te rodea
Design Sprint en remoto: innova para lograr el éxito,Un curso de Stanley Vaganov,,,,,,Domestika,,,,"23,99€",87.0,"Conviértete en un freelance de éxito ofreciendo tus servicios con una estrategia, optimizando tu porfolio y mejorando tu flujo de trabajo"
Introducción al tatuaje de estilo etching,Un curso de Marco Matarese,,,,,,Domestika,,,,"18,99€",429.0,Explora los principios de la caligrafía a mano y las posibilidades de las herramientas digitales para crear letterings inspirados en tus lugares favoritos
Diseño de videojuegos con Unreal Engine: escenas ciberpunk,Un curso de Leartes Studios,,,,,,Domestika,,,,"18,99€",367.0,"Explora los principios de la ilustración arquitectónica, desde el dibujo en perspectiva hasta las composiciones en 2D, y utilízalos para crear soluciones de diseño a mano o en Procreate"
Branding: diseña logos originales a mano,Un curso de Jon Contino,,,,,,Domestika,,,,"15,99€",1513.0,"Aprende a dibujar con tableta gráfica y un programa y descubre cómo utilizar la composición, el color y la luz para crear obras de arte fantásticas"
Bordado con textura: combina puntadas y mostacillas,Un curso de Manos que bordan,,,,,,Domestika,,,,"23,99€",220.0,"Aprende cómo manipular la resina epóxica para colorearla y conseguir diversos efectos, acabados, tonos y matices con este material"
Ilustración para principiantes: encuentra tu propio método,Un curso de Daniel Roldan,,,,,,Domestika,,,,"23,99€",879.0,"Aprende a usar y manipular la luz para inmortalizar imágenes llenas de movimiento y emoción, desde la idea inicial hasta la edición"
Técnica tufting para la creación de alfombras,Un curso de Guillaume (Atelier Paolo),,,,,,Domestika,,,,"15,99€",1593.0,"Aprende a crear sistemas gráficos dinámicos que se ajusten a diferentes contextos y formatos digitales jugando con fotografías, ilustraciones o animaciones"
Secretos del retrato fotográfico,Un curso de Bob Wolfenson,,,,,,Domestika,,,,"15,99€",425.0,Descubre todas las etapas del proceso de dirección y realización de una serie de podcasts y empieza a dar forma a tu episodio piloto
Retrato realista a lápiz: captura historias y emociones,Un curso de Alan Coulson,,,,,,Domestika,,,,"18,99€",698.0,Aprende a combinar el lettering manual con la ilustración en InDesign y Photoshop para crear portadas de libros teniendo en cuenta las necesidades de una editorial
Técnicas de joyería con alambre,Un curso de Roxana Pardo,,,,,,Domestika,,,,"14,99€",436.0,"Aprende un método para cultivar el pensamiento lateral, encontrar inspiración y crear imágenes evocadoras"
Introducción a la escritura de historias de ficción,Un curso de Sylvia A. Zéleny,,,,,,Domestika,,,,"14,99€",1596.0,Descubre las técnicas para ilustrar personajes de fauna en positivo y negativo explorando la acuarela y el monocromo en papel oscuro
Acuarela floral: conecta con la naturaleza,Un curso de Inga Buividavice,,,,,,Domestika,,,,"14,99€",292.0,Explora las posibilidades del entorno digital y diseña un plan para hacer crecer tu negocio o marca personal
Planificación y coloreado para diseños textiles y de superficies,Un curso de Silvia Stella Osella,,,,,,Domestika,,,,"23,99€",693.0,"Aprende a tomar fotos de alimentos para publicar en redes sociales aprovechando la luz natural, desde el set hasta la edición de la imagen final"
Lettering bordado a mano: el arte de vestir,Un curso de Ciara,,,,,,Domestika,,,,"21,99€",1257.0,Aprende a realizar una serigrafía de cuatro colores con tus propias plantillas y descubre cómo adaptar tus diseños para productos de papelería
Marketing de contenidos desde cero: impulsa tu negocio,Un curso de Helena Pearce,,,,,,Domestika,,,,"15,99€",1039.0,Descubre cómo aprovechar el potencial de las ferias para vender tu producto sin intermediarios y desarrolla un plan de acción atractivo que convierta a los visitantes en clientes
Introducción al moulage: modelado sobre maniquí,Un curso de Isabel Sánchez,,,,,,Domestika,,,,"23,99€",647.0,"Aprende a crear webs interactivas, memorables y fáciles de programar, siempre teniendo en cuenta el comportamiento del usuario"
Diseño de un póster tipográfico con Illustrator,Un curso de Steffen Wagner,,,,,,Domestika,,,,"21,99€",3415.0,Aprende a procesar diferentes plantas para elaborar paso a paso tu propio papel que podrás colorear artesanalmente y con el que podrás crear tus cuadernos
Project Management para una comunicación eficaz,Un curso de Sophie Simmons,,,,,,Domestika,,,,"15,99€",311.0,"Aprende a crear ilustraciones inspiradas en el mundo que te rodea reconsiderando la manera en que se ven los colores, las formas y los detalles"
Diseño de estampados para superficies textiles con Photoshop,Un curso de Isabela de Oliveira,,,,,,Domestika,,,,"15,99€",194.0,"Aprende a realzar un producto con una foto impecable, desde la creación de fondos limpios y la optimización de los objetos hasta el uso de texturas y gradientes de luz"
Moda digital en 3D con Marvelous Designer y Cinema 4D,Un curso de Amin Farah,,,,,,Domestika,,,,"21,99€",283.0,Aprende a diseñar cubiertas de libros que realmente capten la atención de los lectores junto a un diseñador premiado
Mundos imaginarios ilustrados con tinta y acuarela,Un curso de Flor Kaneshiro,,,,,,Domestika,,,,"15,99€",164.0,"Aprende a crear y testear el prototipo de una aplicación de e-commerce, teniendo en cuenta las necesidades del cliente y el diseño UI"
Tipografía para diseñadores: fuentes para marketplaces,Un curso de Thomas Jockin,,,,,,Domestika,,,,"17,99€",1238.0,"Aprende un nuevo método de sombreado con puntos y experimenta con la velocidad, la profundidad y la saturación para crear texturas y degradados"
Bordado con aguja: crea una composición vegetal,Un curso de Zélia Smith,,,,,,Domestika,,,,"21,99€",628.0,"Descubre técnicas de punch needle para crear coloridos accesorios para el hogar, desde tapices texturizados hasta espejos decorativos"
Mezcla musical con Pro Tools,Un curso de Luca Petricca,,,,,,Domestika,,,,"18,99€",463.0,"Aprende a desarrollar identidades de marca complejas que conecten con el público utilizando métodos de diseño, consultoría y psicología"
Pintura rápida en Photoshop: acelera tu proceso creativo,Un curso de Gabriel Gomez,,,,,,Domestika,,,,"18,99€",329.0,"Conoce las mejores prácticas y estrategias para establecer relaciones claras y amistosas con tus clientes, ya seas freelance o un estudio creativo"
Acuarela y técnicas mixtas para libros ilustrados,Un curso de Juan Camilo Mayorga,,,,,,Domestika,,,,"14,99€",864.0,Crea un hermoso pattern digital inspirado en la naturaleza partiendo de un dibujo minucioso realizado con fineliner y lápices de colores
Producción profesional de videos lifestyle para redes sociales,Un curso de Olívia Mucida,,,,,,Domestika,,,,"21,99€",182.0,"Aprende a crear personajes originales y llenos de personalidad, combinando ejercicios de dibujo con técnicas de acuarela y pluma estilográfica"
Grannies de crochet: haz tu propio suéter,Un curso de Katie Jones,,,,,,Domestika,,,,"15,99€",258.0,Aprende a transformar tejidos 2D en piezas 3D llenas de color utilizando las técnicas biaxial y triaxial
Brand innovation para start-ups,Un curso de Max Bosio,,,,,,Domestika,,,,"15,99€",1345.0,Aprende a llevar más allá los procesos de diseño gráfico y aprovecha sus recursos para crear piezas comerciales y exclusivas
Personajes ilustrados en 3D desde tu iPad,Un curso de Román García Mora,,,,,,Domestika,,,,"24,99€",1322.0,Convierte tu letra manual en una tipografía digital única que añadirá personalidad a cada pieza que escribas
Diseño profesional de lámparas: transforma un espacio con luz,Un curso de Vida Útil,,,,,,Domestika,,,,"23,99€",545.0,Aprende a ilustrar la belleza de la naturaleza con pinceladas expresivas y técnicas de carboncillo y crea una escena silvestre sugestiva
Diseño de interiores de inspiración africana: colores y patterns,Un curso de Eva Sonaike,,,,,,Domestika,,,,"21,99€",461.0,"Aprende esta técnica de impresión que combina fotografía y pintura, expon tus imágenes al sol y revélalas con agua para lograr increíbles resultados"
Pintura al óleo para retrato naturalista de aves,Un curso de Sarah Margaret Gibson,,,,,,Domestika,,,,"21,99€",2051.0,"Aprende a colorear fotografías, transferirlas sobre tela y bordar sobre ellas con puntos avanzados y técnicas mixtas para crear piezas llenas de textura"
Dibujo botánico realista en acuarela,Un curso de Nadia Leo,,,,,,Domestika,,,,"18,99€",484.0,Aprende a pensar tu guion de manera secuencial trazando un mapa que te permita hacer realidad cualquier proyecto audiovisual y cautivar a tu público
Dibujo de retratos expresivos con tizas pastel,Un curso de Chris Gambrell,,,,,,Domestika,,,,"14,99€",540.0,Aprende a aplicar las técnicas analógicas a la ilustración digital con Procreate y crea piezas nostálgicas perfectamente imperfectas
Psicología de personajes en relatos,Un curso de Cecilia Magaña Chávez,,,,,,Domestika,,,,"14,99€",2521.0,"Aprende a fotografiar un bodegón, desde la definición del concepto al retoque en Photoshop pasando por la creación del fondo, el encuadre y la iluminación"
Cerámica teñida: coloración de pastas cerámicas,Un curso de Paula Casella Biase,,,,,,Domestika,,,,"18,99€",698.0,Aprende desde cero a reflejar la identidad de cualquier marca mediante logotipos personalizados
Food styling y fotografía para Instagram,Un curso de Kimberly Espinel,,,,,,Domestika,,,,"14,99€",305.0,"Aprende a elaborar un business model canvas para visualizar los nueve elementos clave de tu actividad, desde la propuesta de valor hasta la estructura de costes"
Proyectos creativos de fotografía y video para redes sociales,Un curso de Fernando Schlaepfer,,,,,,Domestika,,,,"23,99€",129.0,Aprende a reproducir con pintura al óleo los detalles de la figura humana y transmite emociones a través de tus obras
Bordado a mano sobre ropa: diseña una composición,Un curso de Damaja,,,,,,Domestika,,,,"14,99€",1007.0,"Descubre técnicas de carpintería tradicional para construir muebles de madera minimalistas, modernos y elegantes"
Creación de caricaturas con Infinite Painter,Un curso de Albeniz Rodriguez,,,,,,Domestika,,,,"18,99€",1514.0,"Aprende a utilizar la iluminación, el color y la materialidad en la visualización de espacios arquitectónicos con Blender"
Diseño de una revista profesional con Adobe InDesign,Un curso de Wil Huertas,,,,,,Domestika,,,,"15,99€",4755.0,Combina el macramé y el tejido explorando nudos y técnicas para crear piezas artesanales que decoren tu hogar
Agile Sprint Planning: crea campañas publicitarias efectivas,Un curso de Andre Matarazzo,,,,,,Domestika,,,,"21,99€",774.0,Aprende nuevas técnicas para aplicar a tus ilustraciones y expresa tus ideas a través de la tinta y el estilógrafo
Diseño de bisutería con arcilla polimérica para principiantes,"Un curso de Rachael, Made by Maeberry",,,,,,Domestika,,,,"14,99€",630.0,"Aprende a escribir, filmar y posproducir un cortometraje exitoso con los mínimos recursos"
Pintura digital de personajes: crea escenas mágicas,Un curso de Georgi Georgiev,,,,,,Domestika,,,,"18,99€",68.0,Aprende a mejorar la visibilidad orgánica de tu web con técnicas de optimización para páginas de producto y contenido extenso y mide su rendimiento con KPI de SEO
Diseño de interiores para espacios públicos,Un curso de Juan Luis Medina,,,,,,Domestika,,,,"14,99€",265.0,"Explora las técnicas mixtas para crear ilustraciones artísticas de libros infantiles, usando el juego y la creatividad como motor para crear"
Introducción al gouache: viaje cromático a Japón,Un curso de Lil Sire,,,,,,Domestika,,,,"18,99€",521.0,Aprende a desarrollar narrativas convincentes explorando los elementos estructurales de un guion y transforma tus ideas en proyectos audiovisuales
Diseño web creativo: planificación y programación desde cero,Un curso de DXR Zone,,,,,,Domestika,,,,"16,99€",748.0,Aprende técnicas de gouache para pintar ilustraciones de la naturaleza llenas de colores y detalles
Técnicas de ilustración artística: del concepto al dibujo,Un curso de Vicente Martí Solar,,,,,,Domestika,,,,"14,99€",713.0,Lleva tus habilidades al siguiente nivel y aprende a programar expresiones con JavaScript para crear rigs de animación profesionales
Diseño de experiencias brand commerce,Un curso de Adoratorio Studio,,,,,,Domestika,,,,"18,99€",2930.0,Aprende cómo se escriben las letras hebreas mediante materiales para caligrafía y descubre este lenguaje contemporáneo pero ancestral
Estrategia de búsqueda de empleo para creativos,Un curso de Marko Pfann,,,,,,Domestika,,,,"18,99€",861.0,"Aprende a idear, crear, producir y editar una historia sonora memorable a partir de un personaje, lista para ser compartida"
Retrato contemporáneo en acuarela,Un curso de Nuno Pinto,,,,,,Domestika,,,,"16,99€",1322.0,Aprende a capturar la esencia de tus ideas con pinceles y lápices de caligrafía y encuentra la paz interior dibujando con tinta y agua
Narrativa visual para libros ilustrados,Un curso de Renata Galindo,,,,,,Domestika,,,,"17,99€",319.0,"Logra que tus estampados cobren vida a través de un toque pop, colorido y natural usando Photoshop, After Effects y elementos gráficos hechos con tinta"
DaVinci Resolve para corrección de color profesional en cine,Un curso de Luis Dengó,,,,,,Domestika,,,,"23,99€",245.0,"Aprende técnicas básicas para crear tus propios libros pop-up, desde el concepto inicial hasta el modelo 3D final"
Diseño y producción de mobiliario personalizable con router CNC,Un curso de Daniel Romero / Tuux,,,,,,Domestika,,,,"23,99€",276.0,Aprende estrategias para dar a conocer tu proyecto personal de forma eficaz y monetiza tu trabajo en las redes sociales
"Diseño, corte y confección de prendas con talla única",Un curso de Laura peSeta,,,,,,Domestika,,,,"21,99€",186.0,"Explora la composición, el color y la textura en Clip Studio Paint para crear una ilustración narrativa increíble, desde el boceto hasta el mockup final"
Tejido contemporáneo en telar,Un curso de Ilary Bottini,,,,,,Domestika,,,,"23,99€",829.0,"Explora colores, texturas, capas e iluminación para crear personajes memorables que cuenten una historia mediante cada detalle"
Creación de una tienda en Etsy desde cero,Un curso de Depeapa,,,,,,Domestika,,,,"15,99€",1261.0,"Aprende las técnicas para crear objetos de concreto como bandejas o incluso mesitas, partiendo del molde y la mezcla hasta el desmoldado del producto"
Dibujo de observación: ilustra desde otra perspectiva,Un curso de Celeste Byers,,,,,,Domestika,,,,"16,99€",301.0,Aprende técnicas de animación para dar vida a tu ilustración vectorial con After Effects y descubre cómo destacar en redes sociales
Fotografía artística: crea una narrativa visual,Un curso de Flora Negri,,,,,,Domestika,,,,"14,99€",1448.0,Mejora tus habilidades narrativas y explora técnicas de ilustración para crear escenas creíbles y llenas de detalles en tus cómics y otras obras artísticas
Lettering inspirado en grafiti,Un curso de Snooze One,,,,,,Domestika,,,,"15,99€",52.0,Aprende paso a paso todo el proceso para promover el crecimiento continuo y consistente de un producto o negocio digital
Decoración de interiores: diseña espacios personalizados,Un curso de Dee Campling,,,,,,Domestika,,,,"18,99€",305.0,Aprende a pintar tu entorno mediante técnicas de gouache y crea una panorámica urbana llena de colores y texturas
Animación en bucle con Cinema 4D,Un curso de Fabricio Lima,,,,,,Domestika,,,,"16,99€",1086.0,Aprende a crear joyas paso a paso que combinen técnicas básicas en metal con el bordado tradicional a mano
Dibujo naturalista artístico a lápiz,Un curso de Iván Salamanca,,,,,,Domestika,,,,"14,99€",1243.0,Aprende a crear moda digital desde cero combinando las posibilidades del diseño virtual con las texturas realistas
Composición musical para cortometrajes con Ableton Live,Un curso de Jonah Schwartz,,,,,,Domestika,,,,"15,99€",1404.0,Aprende a usar Photoshop de forma avanzada para diseñar escenas ambientales y crear fotomontajes digitales con precisión y atención al detalle
Ilustración en Photoshop: cautiva a través del color y la textura,Un curso de Catherine Pearson,,,,,,Domestika,,,,"17,99€",140.0,Aprende las mejores estrategias para escribir desde cero relatos llenos de terror que inviten a los jóvenes a leerlos una y otra vez
Diseño de packaging de producto desde cero,Un curso de After,,,,,,Domestika,,,,"23,99€",1455.0,Aprende a crear ilustraciones personales llenas de profundidad y contraste utilizando líneas y capas de tinta de colores
Iniciación a la creación de cerámica con estampados coloridos,Un curso de Sara Theron,,,,,,Domestika,,,,"15,99€",911.0,Aprende todo lo necesario sobre técnicas de pista para contar una historia con ritmos y melodías a través de tu propio DJ set
Sketchbook de moda: encuentra tu voz creativa,Un curso de Ronaldo Fraga,,,,,,Domestika,,,,"18,99€",713.0,Aprende a dibujar personas desde cero empleando técnicas de ilustración con acuarela
Introducción a la fotografía de retrato conceptual,Un curso de Kristina Varaksina,,,,,,Domestika,,,,"15,99€",782.0,"Descubre estrategias de storytelling en Instagram y aprende a grabar, editar y compartir contenidos de video para aumentar tu audiencia e impulsar tu negocio"
Postproducción de planimetría arquitectónica en Photoshop,Un curso de María José Cilveti Espinoza,,,,,,Domestika,,,,"14,99€",119.0,Entrena tu percepción y aprende a realizar diseños claros y expresivos a partir de formas básicas
Teñido natural de fibras,Un curso de Lucrezia Moro,,,,,,Domestika,,,,"18,99€",525.0,"Aprende a usar la espuma de poliuretano de dos componentes para construir objetos y muebles, desde el bocetado y coloreado hasta la aplicación de la espuma y su desmolde"
Escritura de propuestas editoriales: cómo publicar un libro,Un curso de Courtney Maum,,,,,,Domestika,,,,"21,99€",4437.0,Aprende un nuevo método de bordado con materiales poco convencionales para coser piezas únicas y sorprendentes
Creación de acuarelas para ilustración narrativa,Un curso de Cécile Metzger,,,,,,Domestika,,,,"23,99€",1195.0,Aprende a recrear técnicas de pintura tradicionales con herramientas digitales para crear ilustraciones llenas de colores y texturas
Técnicas de color para tatuajes,Un curso de César Pinto,,,,,,Domestika,,,,"15,99€",1187.0,Aprende a diseñar composiciones tipográficas potentes en Procreate jugando con letras digitales y texturas analógicas
Introducción a la dirección cinematográfica,Un curso de César Pesquera,,,,,,Domestika,,,,"18,99€",8071.0,Aprende a realizar videos cinematográficos atractivos desde cero con iPhone o Android y cuenta una historia con tu smartphone
Historias ilustradas con Procreate: explora texturas y pinceles,Un curso de Daniela Hernández,,,,,,Domestika,,,,"21,99€",494.0,"Aprende a crear con fieltro parches únicos de patrones florales explorando técnicas de bordado, composición y color"
Diseño profesional de bolsos de cuero,Un curso de Lili Storella,,,,,,Domestika,,,,"16,99€",805.0,Aprende a hacer realidad tu propio diseño sobre tul y todas las posibilidades que ofrece este material para después integrarlo en el soporte que prefieras
Paisajes atmosféricos en acuarela,Un curso de Christian Koivumaa,,,,,,Domestika,,,,"16,99€",168.0,Vuelve a tu yo de la infancia mientras aprendes a modelar un divertido objeto pop en 3D con Cinema 4D y OctaneRender
Introducción a Rhinoceros 3D para mobiliario,Un curso de Christian Vivanco,,,,,,Domestika,,,,"18,99€",462.0,"Descubre el proceso de creación de una revista junto con el fundador y editor de Slanted Publishers, mientras exploras el diseño, color y tipografía"
Sketchnoting: el dibujo como herramienta de comunicación,Un curso de Scriberia,,,,,,Domestika,,,,"14,99€",284.0,"Aprende a crear material audiovisual de alto impacto con recursos a tu alcance, ya sea para tu perfil personal o para promocionar una marca"
Ilustración de fantasía con estilo propio,Un curso de Charlötte,,,,,,Domestika,,,,"18,99€",1293.0,"Aprende a crear una serie de piezas gráficas a partir de un icono universal y transforma una marca de manera creativa, desde el brief hasta la aplicación final"
Acuarela naturalista con expresión y personalidad,Un curso de Leandro Nunes,,,,,,Domestika,,,,"21,99€",561.0,"Aprende a crear un fotolibro, desde la selección de imágenes, formato y diseño hasta la elección del papel y la encuadernación de la maqueta"
