,course_title,course_organization,course_price,course_students_enrolled,course_description,course_Certificate_type,course_difficulty,course_rating
1300,Técnicas de Matte Painting para ArchViz,Un curso de Fran Mateos,"23,99€",208,Aprende a desarrollar estrategias creativas a partir del trabajo de campo y la investigación sobre la cultura de usuarios,,,
1301,Ilustración digital cinematográfica con Photoshop,Un curso de Izzy Burton,"14,99€",1727,Aprende técnicas básicas de estampación textil para crear prendas llamativas que reflejen tu personalidad,,,
1302,Propiedad intelectual para emprendedores creativos,Un curso de Erica Wolfe-Murray,"14,99€",490,Descubre las herramientas y técnicas necesarias para desarrollar campañas de relaciones públicas exitosas y transformar tu pasión en tu carrera,,,
1303,Kumiko: Descubre el arte de la carpintería japonesa,Un curso de Matt Kenney,"21,99€",302,Aprende a dibujar personajes urbanos a partir de referencias mientras exploras y desarrollas tu propio estilo,,,
1304,Dibujo de personajes expresivos,Un curso de Omar Lozano,"21,99€",12200,Rompe los códigos del diseño y juega con materiales y formas para crear un objeto que vaya más allá de la utilidad y transmita una emoción,,,
1305,Ilustración kawaii: crea personajes encantadores,Un curso de Ilaria Ranauro,"14,99€",369,Aprende distintos estilos de representar la arquitectura para crear ilustraciones que se adapten a todos los formatos editoriales,,,
1306,Diseño de arreglos con flores de temporada,Un curso de Bloom And Burn,"16,99€",610,Aprende a desarrollar conceptos visuales creativos para transformarlos en set designs y úsalos para fotografiar productos o para las redes sociales,,,
1307,Diseño gráfico para principiantes,Un curso de Silvia Ferpal,"14,99€",702,Aprende a crear animaciones procedimentales desde cero con técnicas visuales experimentales,,,
1308,Procreate para principiantes: ilustración digital desde cero,Un curso de Brad Woodard,"14,99€",890,"Aprende a diseñar gráficamente los artículos de una revista, desde el análisis del medio hasta la maquetación de las imágenes y el texto",,,
1309,Animación 3D creativa con Blender,Un curso de Paulo Filipe Souza,"18,99€",311,Aprende a utilizar un bolígrafo como un pincel para crear ilustraciones personales en tu cuaderno y transforma los errores en obras de arte,,,
1310,Creación de un proyecto colectivo: libera tu mente creativa,Un curso de Thomas Shim,"14,99€",3984,"Aprende los fundamentos para redactar un proyecto profesional con la idea, la sinopsis y los personajes de tu próxima película",,,
1311,Productividad para creativos con Google Workspace,Un curso de Chanel Greco,"17,99€",3147,Encuentra tu tono de voz mediante fórmulas de copywriting y la creación de una guía de estilo consistente para tu marca en cualquier medio,,,
1312,Escritura de cuentos infantiles para principiantes,Un curso de Fanuel Hanán Díaz,"18,99€",665,"Aprende a crear lettering ornamental con estilo victoriano, desde la idea y el boceto hasta la impresión",,,
1313,Ilustración fantástica para niños,Un curso de Julie Benbassat,"16,99€",1235,Aprende cómo conceptualizar y transmitir tus ideas a un taller artesanal para hacerla realidad a través de técnicas tradicionales,,,
1314,Ilustración digital de patterns para productos,Un curso de Car Pintos,"15,99€",406,Aprende técnicas de composición y color sencillas con las que crear una serie de tres escenas inspiradas en la naturaleza,,,
1315,Upcycling creativo de muebles para principiantes,Un curso de Joanne Condon,"15,99€",119,"Aprende a confeccionar prendas que se ajusten a tu cuerpo y crea una cazadora bomber con máquina de coser, desde el patrón inicial hasta la pieza final",,,
1316,Decoración expresiva con plantas de interior,Un curso de Daniel Virgnio,"23,99€",834,"Explora la psicología del color, la iluminación y los estampados para diseñar interiores inspiradores y acogedores que realcen tu hogar",,,
1317,ArchViz de interiores: crea diseños 3D surrealistas con Blender,Un curso de Camille Boldt,"24,99€",241,Aprende a dibujar a mano edificios y paisajes expresivos llenos de color,,,
1318,"Retrato experimental: fusiona óleo, acrílico y pintura en spray",Un curso de Nikolas Antoniou,"14,99€",900,"Aprende técnicas de sastrería tradicional para crear tu propia falda, desde la toma de medidas y el patronaje hasta la confección de la prenda final",,,
1319,Diseño de mockups arquitectónicos con SketchUp y V-Ray,Un curso de Ana de Santos Díaz,"15,99€",398,Aprende a diseñar estampados textiles originales usando la técnica del collage para explorar los colores y la composición,,,
1320,Fotografía expresiva en blanco y negro con luz natural,Un curso de Marcelo Di Rienzo,"18,99€",918,"Aprende a tuftear un tapiz a mano desde cero, de cómo construir la pantalla a cómo manejar la pistola de tufting, mientras exploras formas y colores",,,
1321,Tipografía expresiva en movimiento con After Effects,Un curso de Mat Voyce,"15,99€",576,"Aprende técnicas de cámara, reglas de composición y herramientas de edición para capturar fotografías de paisajes y naturaleza que transmitan emociones",,,
1322,Creación de álbumes ilustrados infantiles con técnicas digitales,Un curso de Guilherme Karsten,"15,99€",287,"Crea mundos fascinantes de ciencia ficción modificando el color, el tono y la luz de imágenes corrientes con técnicas de fotografía y composición 3D",,,
1323,Técnicas de escritura periodística para relatos de no ficción,Un curso de Daniela Rea,"23,99€",3964,"Aprende el proceso para escribir historias de ficción para niños mediante la exploración del lenguaje, la creatividad y el juego",,,
1324,Creación de retratos bordados en acuarela,Un curso de Mariah Escossia,"18,99€",43,"Aprende a realizar tres accesorios originales con cordón desde cero utilizando técnicas de bordado y dos nudos básicos de macramé, marinero y alondra",,,
1325,Técnicas de creatividad: escribe para el público infantil,Un curso de Luis Téllez Tejeda,"15,99€",1745,Aprende los fundamentos de la fotografía y a manejar tu cámara digital para tomar imágenes que expresen tu visión,,,
1326,Sketching creativo en acuarela para principiantes,Un curso de Laura McKendry,"14,99€",330,"Aprende técnicas de ilustración realista a lápiz para crear una portada de disco, desde el boceto hasta el fotomontaje, pasando por la tipografía",,,
1327,Introducción a la edición de video con Adobe Premiere Rush,Un curso de Leo Fallas,"23,99€",572,"Crea ilustraciones que destaquen y explora composición, color, luz y formas en Illustrator y Photoshop",,,
1328,De la ilustración al merchandising: comercializa tu obra artística,Un curso de Louise Lockhart,"19,99€",396,Aprende a crear un comunicado de prensa de PR para posicionar tu marca y a conectar con los medios invirtiendo únicamente tu tiempo y creatividad,,,
1329,Escritura de hilos de ficción para Twitter,Un curso de Manuel Bartual,"16,99€",397,Aprende técnicas narrativas y utiliza el poder del relato para deleitar y cautivar a tu público,,,
1330,Fotografía de estudio a todo color para Instagram,Un curso de Michelle and Forrest,"14,99€",604,"Aprende a fotografiar personas usando paneles semitransparentes, desde la gestión inicial de la luz hasta la posproducción de las tomas",,,
1331,Diseño y creación de muebles curvos en concreto,Un curso de EN·CONCRETO,"16,99€",507,Descubre las técnicas básicas de serigrafía para crear retratos de estilo «pop arte» inspirados en Nueva York y la cultura latinoamericana,,,
1332,Técnicas de punch needle para accesorios personalizados,Un curso de Micah Clasper-Torch,"15,99€",157,"Aprende a ilustrar personajes para cuentos que reflejen tu personalidad y las técnicas digitales para darles forma, color y textura",,,
1333,Lettering con Procreate: domina la aplicación,Un curso de Ana Moreno,"19,99€",668,"Aprende a crear diseños que cuenten historias con Maya y ZBrush, desde su conceptualización hasta el prototipo listo para impresión 3D",,,
1334,Ideas ilustradas: dibuja tu universo interior,Un curso de 72kilos,"21,99€",1356,Aprende a crear tatuajes llenos de detalles y degradados a través de la ilustración digital y distintas técnicas en tinta,,,
1335,Creación de personajes animales en acuarela para libros infantiles,Un curso de Julie Mellan,"23,99€",250,Aprende las bases de la ilustración de libros infantiles para crear un porfolio original que cautive a editores y directores de arte,,,
1336,Color digital para ilustraciones tipo manga,Un curso de Carolina Cardona,"14,99€",367,"Aprende diferentes técnicas para modelar letras en 3D con Blender y juega con contrastes surrealistas de colores, materiales y texturas",,,
1337,Introducción a la escritura fantástica y de ciencia ficción,Un curso de Andrea Chapela,"14,99€",2016,"Aprende a diseñar espacios con una narrativa y un estilo únicos y aprende a desarrollar la propuesta de principio a fin, incluida la presentación ante el cliente",,,
1338,Tratamiento de fotos arquitectónicas y de interiores en Photoshop,Un curso de Nina Bruno,"17,99€",1089,Convierte ropa usada y retazos de tela en accesorios coloridos para tu hogar mediante técnicas creativas de fabricación de alfombras de retales,,,
1339,Renovación de interiores DIY: reinventa un espacio,Un curso de Dan Lovatt,"18,99€",758,Aprende un método único para solucionar problemas complejos de manera colaborativa e innovar en tu vida profesional y personal,,,
1340,Lettering: crea diseños con voz propia,Un curso de Manuele Mancini estudio,"15,99€",1312,Aprende a dibujar el paso del tiempo y a retratar lo que te rodea con la espontaneidad del dibujo in situ,,,
1341,Ilustración para packaging: crea diseños de productos únicos,Un curso de Lisa Perrin,"21,99€",725,Aprende estrategias y ejercicios para accionar tu proceso creativo en fotografía y desarrolla grandes proyectos visuales,,,
1342,Iniciación a la impresión artesanal de papelería corporativa,Un curso de Betún de Mantequilla,"18,99€",568,Aprende a dar forma a un retrato único combinando varios personajes y estilos a partir de una minuciosa búsqueda de referencias,,,
1343,Dibujo de animales fantásticos en grafito y acuarela,Un curso de César Caycho,"16,99€",582,Aprende a crear piezas artísticas sobre pizarra combinando técnicas de lettering a mano con ilustración y rotuladores Molotow,,,
1344,Arte vegetal: crea tu propio terrario abierto,Un curso de Fotosíntesis Green Art,"15,99€",2613,"Aprende a crear contenido en video para redes sociales que cautive a la audiencia, desde la idea inicial hasta la ejecución de estrategias orgánicas y remuneradas",,,
1345,Diseño de portadas para libros: ilustra imágenes evocadoras,Un curso de Owen Gent,"18,99€",316,"Aprende métodos de sustracción de color en textiles de fibras naturales, como lino y algodón, y consigue que el tejido hable por sí solo",,,
1346,Escritura de guiones de no ficción para podcasts narrativos,Un curso de Chico Felitti,"19,99€",421,Aprende a animar en video un diseño sencillo y lleno de vida con técnicas de dibujo y el plug-in gratuito AnimDessin2 de Photoshop,,,
1347,Ilustración naturalista con bolígrafo,Un curso de Ricardo Macía Lalinde,"15,99€",291,Aprende a transformar un edificio en un modelo detallado con texturas y objetos 3D y compón una escena arquitectónica con un renderizado único,,,
1348,Diseño de porfolios digitales para creativos,Un curso de Mark Brooks,"24,99€",671,Aprende a tejer amigurumis a partir de la técnica de puntos sobre cadena para personalizar y customizar tus personajes a tu gusto,,,
1349,Marquetería moderna: decora con madera,Un curso de Chelsea Vivash,"23,99€",237,Aprende a crear un retrato experimental a lápiz a partir de la observación de la figura humana y de la división de planos del rostro,,,
1350,Realismo mágico para ilustración infantil,Un curso de Juanita Londoño Gaviria,"21,99€",562,"Aprende a tejer tapices decorativos para paredes combinando puntadas, adornos y bordados",,,
1351,Diseño de un loft industrial de principio a fin,Un curso de LIMA LOFT INTERIORS,"17,99€",677,Aprende a crear atmósferas únicas con efectos de luz artísticos y herramientas de Lightroom para contar historias a través de tus retratos,,,
1352,Ilustración de personajes femeninos con estilo en Photoshop,Un curso de Joana Neves,"16,99€",500,Aprende a utilizar la perspectiva para enriquecer la narrativa de las secuencias de un cómic y desarrollar personajes impactantes,,,
1353,Estrategias de crecimiento para YouTube,Un curso de Marija Dzemionaite,"23,99€",2177,Aprende a usar las herramientas básicas de Clip Studio Paint para realizar una viñeta de una página que cuente la historia de un personaje imaginario,,,
1354,Diseño y confección de alpargatas,Un curso de ANTONIA'S,"21,99€",1619,Aprende a realizar diseños lineales a mano y transforma tus prendas en obras de arte únicas,,,
1355,Introducción a la escritura de guiones: crea historias para TV,Un curso de HaJ,"18,99€",8767,Libera tu imaginación y aprende a crear personajes únicos con técnicas experimentales para habitar historias ilustradas,,,
1356,Ilustración con temática social: deja tu huella artística,Un curso de Fatinha Ramos,"14,99€",1455,Aprende a utilizar After Effects e Illustrator para transformar cualquier frase en una animación 2D minimalista y creativa,,,
1357,Ilustración de animales: dibuja la vida salvaje en tu sketchbook,Un curso de Jenny Rae,"23,99€",1790,Iníciate en el photomotion aprendiendo a tomar fotografías con conceptos frescos para realizar piezas creativas de stop motion,,,
1358,Fotografía para Instagram: posiciona tu marca,Un curso de Beatriz Tormenta,"21,99€",585,Combina técnicas innovadoras de tinte inverso con objetos singulares para crear prendas sostenibles a tu propio estilo,,,
1359,Ilustración creativa: juega con materiales inesperados,Un curso de Adolfo Serra,"15,99€",708,Aprende paso a paso las técnicas de crochet para tejer amigurumis de animales: desde el patrón inicial hasta la creación final de tu personaje,,,
1360,Retratos expresivos de animales en acuarela,Un curso de Sarah Stokes,"18,99€",505,"Aprende a crear personajes cartoon en 3D desde cero y céntrate en la parte artística del modelado para conseguir volumen, expresión y personalidad",,,
1361,Tejido de punto para prendas infantiles,Un curso de Marta Porcel Vilchez,"14,99€",110,Aprende cómo escribir poemas para que se hagan virales en las redes sociales mediante técnicas de escritura creativa,,,
1362,Metodología de diseño de interiores para espacios a medida,Un curso de YLAB Architects,"15,99€",176,Aprende a combinar texto y técnicas de diseño en el iPad para transformar tu mundo interior en tiras cómicas impactantes,,,
1363,Introducción al diseño de producto,Un curso de Goula / Figuera,"15,99€",1819,Explora las referencias de la cultura pop con las que te identificas para crear un diseño único que combine ilustraciones con letras dibujadas a mano.,,,
1364,Personajes femeninos poderosos: ilustra la diversidad,Un curso de Eunice Adeyi,"21,99€",1335,"Aprende a diseñar estratégicamente experiencias y marcas relevantes, teniendo en cuenta las tendencias del futuro",,,
1365,Lettering con Adobe Fresco: cocina imágenes con palabras y letras,Un curso de Nubia Navarro (nubikini),"18,99€",1661,Aprende a identificar las necesidades de una marca y transforma conceptos complejos en imágenes atractivas que cautiven a su público,,,
1366,Pintura realista al óleo: explora tu espíritu artístico,Un curso de Pati Rigon,"15,99€",1891,"Crea un autorretrato fotográfico único con un set, un estilismo y un encuadre trabajados y descubre los filtros y retoques de Lightroom",,,
1367,El arte de dibujar mandalas: crea patrones geométricos,Un curso de Lizzie Snow,"14,99€",1290,Aprende a crear letterings volumétricos con distintos acabados visuales desde Photoshop e Illustrator y aplícalo en el medio o formato que desees,,,
1368,Creatividad y tecnología: transforma el mundo con soluciones innovadoras,Un curso de David Alayón,"15,99€",5102,Aprende a preparar una presentación clara y eficaz para tu documental y cuenta una historia desde un punto de vista original,,,
1369,Adobe Premiere Pro para principiantes,Un curso de Alex Hall,"15,99€",2219,Aprende técnicas de composición y crea bandas sonoras inmersivas para videojuegos explorando el software de producción musical,,,
1370,Diseño y bordado de muñecos con aguja mágica,Un curso de Caro Bello,"15,99€",1439,Aprende a crear retratos cuidando aspectos como el color y el uso creativo de la luz natural mientras exploras tu yo interior,,,
1371,Identidad artística: explora tu propio estilo,Un curso de Gary Baseman,"15,99€",8979,Aprende a crear identidades visuales con elementos que transmitan un lenguaje propio y explora el potencial de los sistemas dinámicos,,,
1372,After Effects avanzado,"Un curso de Carlos ""Zenzuke"" Albarrán","19,99€",752,"Inspírate en la naturaleza y explora colores, formas y técnicas de tejido para crear colgadores de plantas para pared hechos a mano",,,
1373,Producción de videoclips para principiantes: del guion a la pantalla,Un curso de David J East,"18,99€",94,"Aprende a crear dibujos expresivos de figura humana con técnicas mixtas, explorando la abstracción y el movimiento",,,
1374,Ilustración geométrica para redes sociales: potencia tus vectores,Un curso de Jorsh Peña,"14,99€",864,"Desarrolla tu capacidad de hablar en público, en directo o delante de una cámara y aprende a transmitir contenido con confianza",,,
1375,Diseño de letras personalizadas con Procreate,Un curso de Jimbo Bernaus,"18,99€",1160,"Aprende a dar vida a fantásticas historias infantiles en tu sketchbook explorando materiales, colores y técnicas de dibujo",,,
1376,Teñido tie dye: llena de color tus prendas,Un curso de Peter Wasp,"14,99€",1490,"Aprende a modelar una casa con un universo animado en Cinema 4D y trabaja la armonía de las formas, los colores y las luces",,,
1377,Ilustración de estilo search and find en Procreate,Un curso de Victor Beuren,"18,99€",289,"Aprende a detectar tendencias y convertirlas en nuevos productos, servicios o campañas de éxito",,,
1378,Introducción a la caligrafía árabe: escritura magrebí,Un curso de Maaida Noor,"18,99€",383,Aprende a dibujar personajes creativos y da vida a un retrato con elementos animados,,,
1379,Escritura de una novela juvenil,Un curso de Carola Martinez Arroyo,"23,99€",517,Aprende a transformar tus muebles en piezas decorativas con técnicas de pintura sobre madera y encuentra tu propio estilo,,,
1380,Diseño de identidad visual: geometrías claras y simples,Un curso de Marco Oggian,"15,99€",302,"Aprende a conceptualizar ideas uniendo el diseño y el arte para crear piezas únicas con marcadores, pintura acrílica y herramientas digitales",,,
1381,Narrativa visual para ArchViz en 3D,Un curso de Sonny Holmberg,"21,99€",2004,Aprende a pintar un retrato digital realista desde cero y da vida a tu personaje de película favorito,,,
1382,Ilustración para libros infantiles: crea un universo lleno de alegría,Un curso de Maddy Vian,"14,99€",1229,"Aprende el proceso completo para crear animaciones en bucle con After Effects, desde el boceto inicial hasta el proyecto final",,,
1383,Pintura acrílica paso a paso: crea paisajes increíbles,Un curso de Maru Godas,"14,99€",359,"Aprende a ilustrar de manera divertida con técnicas y herramientas no tradicionales, mientras experimentas en un cuaderno fabricado por ti",,,
1384,Retrato fotográfico con móvil para Instagram,Un curso de Erea Azurmendi,"15,99€",361,"Aprende a ilustrar personajes femeninos con personalidad, desde los primeros trazos hasta la presentación final",,,
1385,Creación de paisajes contemporáneos en acuarela,Un curso de Ari de Goes Jr,"15,99€",1243,"Aprende técnicas de fotografía analógica explorando el color, la textura y la profundidad y descubre cómo interactuar con el retratado",,,
1386,Retrato expresivo al óleo: explora la técnica alla prima,Un curso de A.J. Alper,"14,99€",582,Replantea tu forma de trabajar en remoto usando las videollamadas como escenario de creación y logra una carrera de éxito,,,
1387,Tapestry: técnica de crochet para dibujar con hilos,Un curso de Fabric,"15,99€",1561,Aprende a combinar técnicas diversas de entintado para ilustrar cómics y dar vida a universos paralelos,,,
1388,Selfies y video selfies profesionales para Instagram,Un curso de Mina Barrio,"15,99€",1308,"Aprende a dibujar letras únicas mientras documentas diariamente tu proceso creativo y exploras diferentes texturas, tintas y plumas",,,
1389,Diseño de negocios: de la idea al plan de acción,Un curso de Pablo Lascurain,"16,99€",2057,"Aprende a realzar la identidad visual de un espacio a través de su logotipo, de pautas de diseño y de la comunicación en redes sociales",,,
1390,Estrategias de colaboración con marcas para creativos,Un curso de Luis Fernandes,"18,99€",448,"Aprende estrategias de Instagram para posicionar tu marca personal de manera original, creando contenido impactante en diferentes formatos",,,
1391,Diseño y creación de una colección de ropa desde cero,Un curso de Justo Heras,"14,99€",864,"Aprende diferentes técnicas para superar la hoja en blanco y crear un sketchbook con luz, volumen y detalle",,,
1392,Diseño de patrones geométricos,Un curso de Matacho Descorp,"15,99€",1014,Aprende a animar imágenes con las herramientas digitales de Adobe After Effects y diseña una experiencia inmersiva para los espectadores,,,
1393,Introducción a técnicas de joyería en metales,Un curso de VATTEA,"15,99€",3389,Sumérgete en el maravilloso mundo de la lana aprendiendo técnicas básicas de tejido y crea un top de tirantes paso a paso,,,
1394,Técnicas creativas para convertir ideas en textos,Un curso de Aline Valek,"18,99€",1467,"Aprende a ilustrar impactantes retratos digitales profundizando en los efectos de iluminación, en las texturas y en los detalles naturales",,,
1395,Ilustración de portadas para libros infantiles,Un curso de Manuela Montoya Escobar,"15,99€",315,Aprende herramientas de investigación y comunicación para estructurar entrevistas que serán publicadas o transmitidas en vivo,,,
1396,Fundamentos del dibujo de personas a partir de la imaginación,Un curso de Tom Fox,"18,99€",808,"Aprende las reglas básicas para modelar virtualmente un rostro humano lleno de texturas y detalles con ZBrush, KeyShot y Photoshop",,,
1397,Experimentación gráfica para ilustración artística,Un curso de Santiago Guevara,"14,99€",423,"Aprende a combinar la visualización de datos con medios inesperados, como el bordado, para crear obras de arte y de diseño significativas",,,
1398,Fotografía lifestyle de estilo flat lay: de tu smartphone a Instagram,Un curso de Darren Rowlands,"14,99€",4875,Aprende las bases de la publicidad en redes sociales para crear poderosas campañas promocionales de principio a fin,,,
1399,Escritura de no ficción: cuenta tu propia historia,Un curso de Eileen Truax,"21,99€",781,Aprende a crear paso a paso una chaqueta tipo worker a partir de un patrón unisex y plasma tu estilo personal,,,
1400,Diseño de centros con flores secas y preservadas,Un curso de Violeta Gladstone,"14,99€",1263,"Descubre los secretos de la pintura acrílica, inspírate en la naturaleza y crea una pieza pop, tropical y colorida desde cero",,,
1401,SEO y SEM: estrategias de posicionamiento en Google,Un curso de Juan González Villa,"14,99€",278,"Aprende a crear una historia visual combinando diferentes técnicas y elementos, desde el concepto inicial hasta el arte final",,,
1402,Adobe Photoshop para ilustración: domina el software desde cero,Un curso de Brenda Bossato,"14,99€",5623,"Descubre cómo combinar técnicas de tufting, como el pelo cortado y el pelo en bucle, para crear piezas de arte textil coloridas y expresivas",,,
1403,Diseño gráfico aspiracional: crea un futuro mejor,Un curso de Nathan Smith,"17,99€",795,"Explora composiciones y perspectivas, observa la arquitectura desde un punto de vista gráfico y recorre la ciudad para crear fotografías increíbles",,,
1404,Narrativa infantil: crea personajes llenos de vida,Un curso de Idalia Sautto,"18,99€",1027,Aprende a crear de forma manual escenografías profesionales y llenas de color para tomar fotografías creativas,,,
1405,Técnicas de dibujo técnico para representación tridimensional,Un curso de Rodrigo Chávez Heres,"17,99€",1240,Aprende diferentes técnicas de ilustración para narrar tus viajes en un sketchbook,,,
1406,Ilustración vectorial con efectos de luz,Un curso de Marmota vs Milky,"16,99€",2894,Aprende cómo crear una marca global sin comprometer su ADN creando identidades conceptuales a través de la riqueza visual de tu localidad,,,
1407,Escritura para blogs: encuentra tu estilo personal,Un curso de Alaíde Ventura Medina,"15,99€",267,Aprende los conceptos básicos de la tipografía para crear composiciones memorables que refuercen el poder de las palabras,,,
1408,Creación de GIFs animados para Instagram en Photoshop,Un curso de Andre Rucker,"18,99€",5594,Aprende a bordar máscaras y tapices con la técnica versátil del punch needle y sumérgete en el folclore universal,,,
1409,Ilustración de viajes: recrea tu lugar favorito,Un curso de Alex Green,"16,99€",560,"Aprende las bases prácticas y teóricas de la escritura, explora el mundo literario desde la perspectiva del autor y encuentra tu propia voz",,,
1410,Stop motion: crea animaciones con tu smartphone,Un curso de Coke Riobóo y Lourdes Villagómez,"21,99€",810,Aprende a crear un plan de acción detallado para planificar tus proyectos y hacer realidad tus ideas.,,,
1411,Técnicas de dibujo para perder el miedo a la hoja en blanco,Un curso de Gusti,"15,99€",2132,"Aprende a recrear los efectos de la fotografía con pinceles y pintura al óleo para pintar imágenes realistas, usando las técnicas de capas y de blocking",,,
1412,Introducción al estilismo de moda,Un curso de Angela Kusen,"15,99€",2729,Aprende a crear una agenda original personalizable con un toque creativo para potenciar tu productividad,,,
1413,Bordado con needle painting: recrea la belleza de la vida salvaje,Un curso de Chloe Giordano,"21,99€",665,Desarrolla un storyboard y explora técnicas mixtas y materiales no convencionales para narrar historias llenas de emoción,,,
1414,Introducción a Adobe Illustrator para el diseño de moda,Un curso de Mila Moura,"14,99€",822,Aprende a bordar con diferentes colores y puntadas e inspírate en un paisaje natural para crear un cojín decorativo u otra pieza textil,,,
1415,Escritura de memorias: una historia personal para una audiencia universal,Un curso de Courtney Maum,"17,99€",861,"Aprende a ilustrar en tu iPad composiciones digitales llenas de vida usando texturas, formas y colores",,,
1416,Pintura digital de fondos para animación,Un curso de Susan Yung,"18,99€",705,Descubre técnicas para fomentar tu pensamiento lateral y explora un método con el que mejorarás tus proyectos creativos,,,
1417,Campañas para e-commerce: Google Shopping y Facebook Ads,Un curso de Mai Molina,"15,99€",273,Aprende a diseñar y coser una pieza vibrante usando combinaciones llamativas de color y logra una decoración única para tu hogar,,,
1418,Ebanistería: construcción de muebles con herramientas manuales,Un curso de Israel Martín,"21,99€",1154,Crea un hábito de dibujo para encontrar tu estilo y aprende a dar vida a criaturas fantásticas a través de tu imaginación,,,
1419,Narrativa visual para cómics: ilustra tu universo,Un curso de Sam Hart,"23,99€",1947,Inicia tu carrera en la ilustración de libros infantiles creando un porfolio potente que capte la atención de los editores,,,
1420,Visualización de datos y diseño de la información: crea un modelo visual,Un curso de Federica Fragapane,"18,99€",2617,Desarrolla tus habilidades de ilustración mediante ejercicios de dibujo digital y aprende a crear una escena vibrante llena de texturas y profundidad,,,
1421,Técnicas de comunicación para presentaciones creativas,Un curso de Cristian Salomoni,"14,99€",919,"Aprende a medir y confeccionar un par de pantalones con tu estilo personal, desde el patrón inicial hasta la prenda terminada",,,
1422,Diseño sostenible: objetos y espacios respetuosos con el medio ambiente,Un curso de Lucas Muñoz,"16,99€",865,Aprende a jugar con luces y sombras naturales para plasmar tu visión artística a través de tus imágenes,,,
1423,Papel maché para principiantes: esculpe un personaje colorido,Un curso de Sarah Hand,"15,99€",1443,"Transforma lo ordinario en extraordinario y empieza a escribir tu primera novela para niños y niñas, desde la primera idea hasta su cierre",,,
1424,Fotografía de retrato exterior para Instagram,Un curso de Helena Palau Arvizu,"15,99€",574,Aprende a crear escenas y objetos animados con formas orgánicas explorando Cinema 4D y otros software de diseño,,,
1425,Ilustración científica de animales en acuarela,Un curso de Balamoc,"15,99€",1712,"Aprende a ilustrar con tinta, papel y Adobe Photoshop y descubre cómo crear composiciones que simulen la estética de las estampas antiguas",,,
1426,Diseño e ilustración 3D de personajes,Un curso de Enrique Escalona,"23,99€",1541,Aprende desde cero las herramientas para crear un plan de marketing digital efectivo para tu negocio y lanza tu primera campaña,,,
1427,Animación en bucle con técnicas de ilustración mixtas,Un curso de Itsacat&Goodog,"14,99€",327,Aprende a investigar historias y a documentarlas a través de la fotografía para crear narrativas significativas y cautivadoras,,,
1428,Modelado de edificios paramétricos con Revit,Un curso de Arturo Bustíos Casanova,"14,99€",12735,"Encuentra tu propia voz y aprende técnicas de comunicación, persuasión y negociación para crear un pitch exitoso a clientes, inversores o colaboradores",,,
1429,Dirección de arte para la industria de la moda,Un curso de Manuel Ridocci,"23,99€",1237,Aprende diversas técnicas para crear ilustraciones con volumen explorando el uso de materiales reciclados,,,
1430,Animación con técnicas mixtas en Procreate,Un curso de Caroline Kjellberg,"14,99€",931,Aprende a mejorar tu flujo de trabajo creativo y diseña ilustraciones vibrantes que recojan tu estilo personal con Photoshop e Illustrator,,,
1431,Introducción al networking: crea una red de contactos profesional,Un curso de Paloma Avila Pino,"14,99€",1117,Mejora tus habilidades de observación desarrollando el hábito de dibujar con lápices de colores,,,
1432,Animación dinámica con ilustraciones 2D y 3D,Un curso de Advntr Studio,"15,99€",287,"Aprende a analizar espacios interiores para rediseñarlos de una forma funcional, convirtiendo los límites en un valor añadido",,,
1433,Ilustración de mapas isométricos: captura la vibración de una ciudad,Un curso de Jess Wilson,"16,99€",3492,"Aprende a crear una sorprendente secuencia animada en stop motion con Dragonframe, desde el storyboard y su montaje hasta la ambientación y filmación",,,
1434,Figura humana en acuarela,Un curso de Ale Casanova,"21,99€",922,Básate en tus recuerdos de infancia para crear un relato y llévalo a una serie de escenas ilustradas que podrás compartir en redes sociales,,,
1435,Diseño y creación de joyas en latón desde cero,Un curso de Freya Alder,"15,99€",1233,Aprende técnicas de pintura contemporánea para crear un retrato lleno de expresividad de principio a fin,,,
1436,Introducción al diseño de espacios mínimos,Un curso de Enorme Studio,"15,99€",876,Aprende a crear tu propio monograma a mano partiendo de un boceto y aplícalo a una tarjeta de presentación lista para imprimir,,,
1437,Ilustración para libro álbum: combina técnicas analógicas y digitales,Un curso de Maguma,"14,99€",428,Aprende a confeccionar un jersey oversize que cuente una historia a través del color utilizando la técnica del tejido a palillo con agujas circulares,,,
1438,Ilustración y collage digital para cuentos infantiles,Un curso de Ana Matsusaki,"14,99€",740,Descubre el enfoque Milestone para una escritura productiva y consigue llegar al corazón de una historia real mientras escribes con estilo y creatividad,,,
1439,Plan de marketing para tu primera tienda online,Un curso de Jorge García Gómez,"21,99€",1878,"Descubre los fundamentos de la ilustración de libros infantiles y crea un concepto general coherente para el diseño, el estilo de dibujo y la creación de personajes",,,
1440,Fotografía intimista: crea imágenes reales y cercanas,Un curso de Carol Peña,"14,99€",1908,"Aprende a dibujar detalladamente huesos, articulaciones y músculos de extremidades superiores e inferiores, y crea tu propio porfolio anatómico",,,
1441,Mentalidad empresarial para creativos: elabora un plan de acción,Un curso de Abraham Asefaw,"15,99€",1936,Diseña un lenguaje visual que comunique conceptos de una manera atractiva aprendiendo a explorar ideas y estructurando la información de una forma efectiva,,,
